City,Date,AQI,AQI_Bucket
Bengaluru,01-01-2015,91.0,Satisfactory
Bengaluru,02-01-2015,91.0,Satisfactory
Bengaluru,03-01-2015,91.0,Satisfactory
Bengaluru,04-01-2015,91.0,Satisfactory
Bengaluru,05-01-2015,91.0,Satisfactory
Bengaluru,06-01-2015,91.0,Satisfactory
Bengaluru,07-01-2015,91.0,Satisfactory
Bengaluru,08-01-2015,91.0,Satisfactory
Bengaluru,09-01-2015,91.0,Satisfactory
Bengaluru,10-01-2015,91.0,Satisfactory
Bengaluru,11-01-2015,91.0,Satisfactory
Bengaluru,12-01-2015,91.0,Satisfactory
Bengaluru,13-01-2015,91.0,Satisfactory
Bengaluru,14-01-2015,91.0,Satisfactory
Bengaluru,15-01-2015,91.0,Satisfactory
Bengaluru,16-01-2015,91.0,Satisfactory
Bengaluru,17-01-2015,91.0,Satisfactory
Bengaluru,18-01-2015,91.0,Satisfactory
Bengaluru,19-01-2015,91.0,Satisfactory
Bengaluru,20-01-2015,91.0,Satisfactory
Bengaluru,21-01-2015,91.0,Satisfactory
Bengaluru,22-01-2015,91.0,Satisfactory
Bengaluru,23-01-2015,91.0,Satisfactory
Bengaluru,24-01-2015,91.0,Satisfactory
Bengaluru,25-01-2015,91.0,Satisfactory
Bengaluru,26-01-2015,91.0,Satisfactory
Bengaluru,27-01-2015,91.0,Satisfactory
Bengaluru,28-01-2015,91.0,Satisfactory
Bengaluru,29-01-2015,91.0,Satisfactory
Bengaluru,30-01-2015,91.0,Satisfactory
Bengaluru,31-01-2015,91.0,Satisfactory
Bengaluru,01-02-2015,91.0,Satisfactory
Bengaluru,02-02-2015,91.0,Satisfactory
Bengaluru,03-02-2015,91.0,Satisfactory
Bengaluru,04-02-2015,91.0,Satisfactory
Bengaluru,05-02-2015,91.0,Satisfactory
Bengaluru,06-02-2015,91.0,Satisfactory
Bengaluru,07-02-2015,91.0,Satisfactory
Bengaluru,08-02-2015,91.0,Satisfactory
Bengaluru,09-02-2015,91.0,Satisfactory
Bengaluru,10-02-2015,91.0,Satisfactory
Bengaluru,11-02-2015,91.0,Satisfactory
Bengaluru,12-02-2015,91.0,Satisfactory
Bengaluru,13-02-2015,91.0,Satisfactory
Bengaluru,14-02-2015,91.0,Satisfactory
Bengaluru,15-02-2015,91.0,Satisfactory
Bengaluru,16-02-2015,91.0,Satisfactory
Bengaluru,17-02-2015,91.0,Satisfactory
Bengaluru,18-02-2015,91.0,Satisfactory
Bengaluru,19-02-2015,91.0,Satisfactory
Bengaluru,20-02-2015,91.0,Satisfactory
Bengaluru,21-02-2015,91.0,Satisfactory
Bengaluru,22-02-2015,91.0,Satisfactory
Bengaluru,23-02-2015,91.0,Satisfactory
Bengaluru,24-02-2015,91.0,Satisfactory
Bengaluru,25-02-2015,91.0,Satisfactory
Bengaluru,26-02-2015,91.0,Satisfactory
Bengaluru,27-02-2015,91.0,Satisfactory
Bengaluru,28-02-2015,91.0,Satisfactory
Bengaluru,01-03-2015,91.0,Satisfactory
Bengaluru,02-03-2015,91.0,Satisfactory
Bengaluru,03-03-2015,91.0,Satisfactory
Bengaluru,04-03-2015,91.0,Satisfactory
Bengaluru,05-03-2015,91.0,Satisfactory
Bengaluru,06-03-2015,91.0,Satisfactory
Bengaluru,07-03-2015,91.0,Satisfactory
Bengaluru,08-03-2015,91.0,Satisfactory
Bengaluru,09-03-2015,91.0,Satisfactory
Bengaluru,10-03-2015,91.0,Satisfactory
Bengaluru,11-03-2015,91.0,Satisfactory
Bengaluru,12-03-2015,91.0,Satisfactory
Bengaluru,13-03-2015,91.0,Satisfactory
Bengaluru,14-03-2015,91.0,Satisfactory
Bengaluru,15-03-2015,91.0,Satisfactory
Bengaluru,16-03-2015,91.0,Satisfactory
Bengaluru,17-03-2015,91.0,Satisfactory
Bengaluru,18-03-2015,91.0,Satisfactory
Bengaluru,19-03-2015,91.0,Satisfactory
Bengaluru,20-03-2015,91.0,Satisfactory
Bengaluru,21-03-2015,91.0,Satisfactory
Bengaluru,22-03-2015,120.0,Moderate
Bengaluru,23-03-2015,154.0,Moderate
Bengaluru,24-03-2015,119.0,Moderate
Bengaluru,25-03-2015,232.0,Poor
Bengaluru,26-03-2015,132.0,Moderate
Bengaluru,27-03-2015,123.0,Moderate
Bengaluru,28-03-2015,152.0,Moderate
Bengaluru,29-03-2015,143.0,Moderate
Bengaluru,30-03-2015,80.0,Satisfactory
Bengaluru,31-03-2015,90.0,Satisfactory
Bengaluru,01-04-2015,151.0,Moderate
Bengaluru,02-04-2015,123.0,Moderate
Bengaluru,03-04-2015,178.0,Moderate
Bengaluru,04-04-2015,101.0,Moderate
Bengaluru,05-04-2015,160.0,Moderate
Bengaluru,06-04-2015,71.0,Satisfactory
Bengaluru,07-04-2015,76.0,Satisfactory
Bengaluru,08-04-2015,153.0,Moderate
Bengaluru,09-04-2015,80.0,Satisfactory
Bengaluru,10-04-2015,129.0,Moderate
Bengaluru,11-04-2015,107.0,Moderate
Bengaluru,12-04-2015,122.0,Moderate
Bengaluru,13-04-2015,85.0,Satisfactory
Bengaluru,14-04-2015,62.0,Satisfactory
Bengaluru,15-04-2015,177.0,Moderate
Bengaluru,16-04-2015,152.0,Moderate
Bengaluru,17-04-2015,210.0,Poor
Bengaluru,18-04-2015,170.0,Moderate
Bengaluru,19-04-2015,135.0,Moderate
Bengaluru,20-04-2015,118.0,Moderate
Bengaluru,21-04-2015,127.0,Moderate
Bengaluru,22-04-2015,47.0,Good
Bengaluru,23-04-2015,44.0,Good
Bengaluru,24-04-2015,67.0,Satisfactory
Bengaluru,25-04-2015,44.0,Good
Bengaluru,26-04-2015,82.0,Satisfactory
Bengaluru,27-04-2015,156.0,Moderate
Bengaluru,28-04-2015,96.0,Satisfactory
Bengaluru,29-04-2015,72.0,Satisfactory
Bengaluru,30-04-2015,117.0,Moderate
Bengaluru,01-05-2015,67.0,Satisfactory
Bengaluru,02-05-2015,217.0,Poor
Bengaluru,03-05-2015,64.0,Satisfactory
Bengaluru,04-05-2015,162.0,Moderate
Bengaluru,05-05-2015,75.0,Satisfactory
Bengaluru,06-05-2015,141.0,Moderate
Bengaluru,07-05-2015,70.0,Satisfactory
Bengaluru,08-05-2015,142.0,Moderate
Bengaluru,09-05-2015,140.0,Moderate
Bengaluru,10-05-2015,71.0,Satisfactory
Bengaluru,11-05-2015,66.0,Satisfactory
Bengaluru,12-05-2015,56.0,Satisfactory
Bengaluru,13-05-2015,45.0,Good
Bengaluru,14-05-2015,61.0,Satisfactory
Bengaluru,15-05-2015,70.0,Satisfactory
Bengaluru,16-05-2015,59.0,Satisfactory
Bengaluru,17-05-2015,125.0,Moderate
Bengaluru,18-05-2015,106.0,Moderate
Bengaluru,19-05-2015,84.0,Satisfactory
Bengaluru,20-05-2015,57.0,Satisfactory
Bengaluru,21-05-2015,56.0,Satisfactory
Bengaluru,22-05-2015,140.0,Moderate
Bengaluru,23-05-2015,156.0,Moderate
Bengaluru,24-05-2015,156.0,Moderate
Bengaluru,25-05-2015,111.0,Moderate
Bengaluru,26-05-2015,158.0,Moderate
Bengaluru,27-05-2015,93.0,Satisfactory
Bengaluru,28-05-2015,97.0,Satisfactory
Bengaluru,29-05-2015,94.0,Satisfactory
Bengaluru,30-05-2015,147.0,Moderate
Bengaluru,31-05-2015,100.0,Moderate
Bengaluru,01-06-2015,101.0,Moderate
Bengaluru,02-06-2015,84.0,Satisfactory
Bengaluru,03-06-2015,84.0,Satisfactory
Bengaluru,04-06-2015,74.0,Satisfactory
Bengaluru,05-06-2015,130.0,Moderate
Bengaluru,06-06-2015,74.0,Satisfactory
Bengaluru,07-06-2015,74.0,Satisfactory
Bengaluru,08-06-2015,162.0,Moderate
Bengaluru,09-06-2015,55.0,Satisfactory
Bengaluru,10-06-2015,72.0,Satisfactory
Bengaluru,11-06-2015,66.0,Satisfactory
Bengaluru,12-06-2015,81.0,Satisfactory
Bengaluru,13-06-2015,94.0,Satisfactory
Bengaluru,14-06-2015,128.0,Moderate
Bengaluru,15-06-2015,86.0,Satisfactory
