AverageTemperature,date
5.085,1992-03-01
7.881,1992-04-01
14.576,1992-05-01
17.453,1992-06-01
18.951,1992-07-01
19.537,1992-08-01
13.861,1992-09-01
6.582,1992-10-01
5.327,1992-11-01
1.129,1992-12-01
2.297,1993-01-01
-0.683,1993-02-01
3.855,1993-03-01
10.324,1993-04-01
14.927,1993-05-01
15.837,1993-06-01
16.436,1993-07-01
16.252,1993-08-01
12.761,1993-09-01
8.086,1993-10-01
0.662,1993-11-01
2.848,1993-12-01
2.802,1994-01-01
-0.032,1994-02-01
6.602,1994-03-01
8.042,1994-04-01
12.76,1994-05-01
16.124,1994-06-01
21.556,1994-07-01
18.349,1994-08-01
13.655,1994-09-01
7.885,1994-10-01
7.164,1994-11-01
3.257,1994-12-01
0.002,1995-01-01
4.497,1995-02-01
3.379,1995-03-01
8.431,1995-04-01
12.466,1995-05-01
14.567,1995-06-01
20.397,1995-07-01
18.715,1995-08-01
13.066,1995-09-01
11.862,1995-10-01
3.023,1995-11-01
-2.003,1995-12-01
-2.832,1996-01-01
-2.246,1996-02-01
1.286,1996-03-01
8.517,1996-04-01
11.434,1996-05-01
15.872,1996-06-01
16.161,1996-07-01
17.599,1996-08-01
11.248,1996-09-01
9.369,1996-10-01
4.459,1996-11-01
-2.374,1996-12-01
-2.789,1997-01-01
4.011,1997-02-01
6.078,1997-03-01
6.414,1997-04-01
12.907,1997-05-01
16.054,1997-06-01
17.509,1997-07-01
20.28,1997-08-01
14.368,1997-09-01
7.913,1997-10-01
3.963,1997-11-01
1.876,1997-12-01
2.189,1998-01-01
4.369,1998-02-01
5.043,1998-03-01
8.916,1998-04-01
14.256,1998-05-01
16.769,1998-06-01
16.816,1998-07-01
17.177,1998-08-01
13.716,1998-09-01
8.644,1998-10-01
1.473,1998-11-01
0.693,1998-12-01
2.396,1999-01-01
0.259,1999-02-01
5.615,1999-03-01
9.053,1999-04-01
13.952,1999-05-01
15.459,1999-06-01
19.23,1999-07-01
17.668,1999-08-01
17.331,1999-09-01
9.195,1999-10-01
3.448,1999-11-01
1.843,1999-12-01
0.71,2000-01-01
3.878,2000-02-01
5.317,2000-03-01
10.207,2000-04-01
15.011,2000-05-01
17.181,2000-06-01
15.661,2000-07-01
18.125,2000-08-01
14.338,2000-09-01
10.702,2000-10-01
6.157,2000-11-01
2.958,2000-12-01
0.664,2001-01-01
2.273,2001-02-01
4.339,2001-03-01
7.196,2001-04-01
14.468,2001-05-01
14.543,2001-06-01
18.723,2001-07-01
18.988,2001-08-01
12.116,2001-09-01
12.595,2001-10-01
3.738,2001-11-01
-0.558,2001-12-01
0.943,2002-01-01
4.996,2002-02-01
5.557,2002-03-01
8.128,2002-04-01
14.027,2002-05-01
17.539,2002-06-01
18.017,2002-07-01
19.184,2002-08-01
13.566,2002-09-01
8.2,2002-10-01
5.399,2002-11-01
0.092,2002-12-01
-0.524,2003-01-01
-1.725,2003-02-01
5.609,2003-03-01
8.416,2003-04-01
14.327,2003-05-01
19.466,2003-06-01
19.382,2003-07-01
20.872,2003-08-01
14.393,2003-09-01
6.01,2003-10-01
6.032,2003-11-01
1.673,2003-12-01
-0.45,2004-01-01
2.407,2004-02-01
4.256,2004-03-01
9.373,2004-04-01
11.765,2004-05-01
15.526,2004-06-01
17.157,2004-07-01
18.903,2004-08-01
14.428,2004-09-01
10.13,2004-10-01
4.21,2004-11-01
0.936,2004-12-01
1.795,2005-01-01
-1.04,2005-02-01
3.746,2005-03-01
9.317,2005-04-01
13.07,2005-05-01
16.636,2005-06-01
18.406,2005-07-01
16.218,2005-08-01
15.464,2005-09-01
11.214,2005-10-01
4.151,2005-11-01
0.564,2005-12-01
-2.711,2006-01-01
-0.295,2006-02-01
1.711,2006-03-01
8.18,2006-04-01
13.378,2006-05-01
17.107,2006-06-01
22.343,2006-07-01
16.045,2006-08-01
17.316,2006-09-01
12.174,2006-10-01
6.976,2006-11-01
4.248,2006-12-01
4.453,2007-01-01
3.936,2007-02-01
6.42,2007-03-01
11.701,2007-04-01
14.459,2007-05-01
17.801,2007-06-01
17.62,2007-07-01
17.303,2007-08-01
12.894,2007-09-01
8.417,2007-10-01
3.587,2007-11-01
1.379,2007-12-01
3.361,2008-01-01
3.872,2008-02-01
4.392,2008-03-01
7.787,2008-04-01
14.84,2008-05-01
17.336,2008-06-01
18.456,2008-07-01
17.788,2008-08-01
12.795,2008-09-01
9.138,2008-10-01
5.027,2008-11-01
0.914,2008-12-01
-2.155,2009-01-01
0.567,2009-02-01
4.436,2009-03-01
11.963,2009-04-01
13.966,2009-05-01
15.258,2009-06-01
18.498,2009-07-01
19.145,2009-08-01
15.141,2009-09-01
8.172,2009-10-01
7.263,2009-11-01
0.056,2009-12-01
-3.752,2010-01-01
-0.436,2010-02-01
4.352,2010-03-01
8.842,2010-04-01
10.829,2010-05-01
16.688,2010-06-01
20.753,2010-07-01
17.154,2010-08-01
12.744,2010-09-01
8.144,2010-10-01
4.642,2010-11-01
-3.852,2010-12-01
0.778,2011-01-01
0.934,2011-02-01
5.19,2011-03-01
11.706,2011-04-01
14.242,2011-05-01
16.977,2011-06-01
16.538,2011-07-01
18.152,2011-08-01
15.605,2011-09-01
9.498,2011-10-01
4.611,2011-11-01
3.604,2011-12-01
1.753,2012-01-01
-2.467,2012-02-01
7.115,2012-03-01
8.259,2012-04-01
14.474,2012-05-01
15.623,2012-06-01
17.834,2012-07-01
18.822,2012-08-01
14.03,2012-09-01
8.847,2012-10-01
5.22,2012-11-01
1.216,2012-12-01
-0.067,2013-01-01
-0.731,2013-02-01
0.394,2013-03-01
8.213,2013-04-01
12.151,2013-05-01
15.927,2013-06-01
19.762,2013-07-01
18.233,2013-08-01
18.233,2013-09-01
