dt,AverageTemperature
1988-04-01,28.377
1988-05-01,31.21
1988-06-01,29.462
1988-07-01,26.92
1988-08-01,26.585
1988-09-01,26.809
1988-10-01,24.609
1988-11-01,20.973
1988-12-01,18.312
1989-01-01,16.735
1989-02-01,19.495
1989-03-01,23.577
1989-04-01,27.495
1989-05-01,30.493
1989-06-01,28.56
1989-07-01,27.036
1989-08-01,26.333
1989-09-01,26.362
1989-10-01,24.874
1989-11-01,21.406
1989-12-01,17.582
1990-01-01,18.557
1990-02-01,20.005
1990-03-01,22.989
1990-04-01,27.58
1990-05-01,29.199
1990-06-01,28.837
1990-07-01,26.53
1990-08-01,26.508
1990-09-01,26.164
1990-10-01,24.005
1990-11-01,21.602
1990-12-01,18.162
1991-01-01,16.987
1991-02-01,20.454
1991-03-01,24.437
1991-04-01,27.351
1991-05-01,30.459
1991-06-01,29.034
1991-07-01,27.572
1991-08-01,26.29
1991-09-01,26.508
1991-10-01,24.381
1991-11-01,20.628
1991-12-01,17.64
1992-01-01,17.102
1992-02-01,18.975
1992-03-01,24.228
1992-04-01,27.746
1992-05-01,29.694
1992-06-01,29.914
1992-07-01,27.43
1992-08-01,26.256
1992-09-01,26.041
1992-10-01,24.423
1992-11-01,21.091
1992-12-01,17.775
1993-01-01,17.481
1993-02-01,20.357
1993-03-01,23.076
1993-04-01,27.607
1993-05-01,30.554
1993-06-01,29.499
1993-07-01,27.289
1993-08-01,26.911
1993-09-01,26.0
1993-10-01,24.869
1993-11-01,21.416
1993-12-01,17.845
1994-01-01,18.15
1994-02-01,19.451
1994-03-01,25.081
1994-04-01,27.096
1994-05-01,30.833
1994-06-01,29.13
1994-07-01,26.566
1994-08-01,26.25
1994-09-01,26.066
1994-10-01,24.338
1994-11-01,21.033
1994-12-01,17.563
1995-01-01,16.241
1995-02-01,19.761
1995-03-01,23.476
1995-04-01,27.539
1995-05-01,30.265
1995-06-01,30.65
1995-07-01,27.307
1995-08-01,26.712
1995-09-01,26.558
1995-10-01,25.071
1995-11-01,21.247
1995-12-01,18.33
1996-01-01,17.819
1996-02-01,20.237
1996-03-01,25.032
1996-04-01,27.803
1996-05-01,30.506
1996-06-01,29.185
1996-07-01,27.31
1996-08-01,26.11
1996-09-01,26.435
1996-10-01,24.263
1996-11-01,21.013
1996-12-01,17.53
1997-01-01,16.666
1997-02-01,19.247
1997-03-01,24.18
1997-04-01,26.243
1997-05-01,29.47
1997-06-01,29.067
1997-07-01,27.504
1997-08-01,26.696
1997-09-01,26.428
1997-10-01,23.828
1997-11-01,21.638
1997-12-01,17.601
1998-01-01,17.511
1998-02-01,20.157
1998-03-01,23.313
1998-04-01,28.3
1998-05-01,31.176
1998-06-01,30.215
1998-07-01,27.538
1998-08-01,27.17
1998-09-01,26.66
1998-10-01,25.228
1998-11-01,21.843
1998-12-01,17.954
1999-01-01,16.96
1999-02-01,21.05
1999-03-01,25.097
1999-04-01,29.196
1999-05-01,29.934
1999-06-01,28.786
1999-07-01,27.293
1999-08-01,26.603
1999-09-01,26.463
1999-10-01,24.802
1999-11-01,21.71
1999-12-01,18.024
2000-01-01,17.84
2000-02-01,19.071
2000-03-01,23.674
2000-04-01,28.868
2000-05-01,30.089
2000-06-01,28.511
2000-07-01,26.98
2000-08-01,26.821
2000-09-01,26.505
2000-10-01,25.583
2000-11-01,21.986
2000-12-01,18.048
2001-01-01,17.295
2001-02-01,20.757
2001-03-01,24.401
2001-04-01,27.661
2001-05-01,30.374
2001-06-01,28.053
2001-07-01,26.891
2001-08-01,26.762
2001-09-01,27.119
2001-10-01,25.196
2001-11-01,22.027
2001-12-01,18.447
2002-01-01,17.419
2002-02-01,20.311
2002-03-01,24.871
2002-04-01,28.667
2002-05-01,30.9
2002-06-01,29.433
2002-07-01,28.487
2002-08-01,26.62
2002-09-01,26.38
2002-10-01,25.321
2002-11-01,21.636
2002-12-01,18.911
2003-01-01,17.245
2003-02-01,20.643
2003-03-01,24.162
2003-04-01,28.592
2003-05-01,30.614
2003-06-01,30.118
2003-07-01,27.186
2003-08-01,26.742
2003-09-01,26.248
2003-10-01,24.652
2003-11-01,21.573
2003-12-01,18.024
2004-01-01,17.223
2004-02-01,20.225
2004-03-01,26.019
2004-04-01,28.688
2004-05-01,30.045
2004-06-01,28.71
2004-07-01,27.473
2004-08-01,26.552
2004-09-01,26.79
2004-10-01,24.026
2004-11-01,21.411
2004-12-01,18.453
2005-01-01,17.45
2005-02-01,20.309
2005-03-01,24.805
2005-04-01,27.714
2005-05-01,30.042
2005-06-01,30.404
2005-07-01,27.013
2005-08-01,26.896
2005-09-01,26.497
2005-10-01,24.547
2005-11-01,20.759
2005-12-01,17.509
2006-01-01,17.759
2006-02-01,22.077
2006-03-01,23.93
2006-04-01,27.882
2006-05-01,30.238
2006-06-01,29.049
2006-07-01,27.344
2006-08-01,26.483
2006-09-01,26.588
2006-10-01,25.247
2006-11-01,21.739
2006-12-01,18.449
2007-01-01,17.785
2007-02-01,20.235
2007-03-01,24.074
2007-04-01,28.719
2007-05-01,30.524
2007-06-01,29.282
2007-07-01,27.362
2007-08-01,26.917
2007-09-01,26.498
2007-10-01,24.696
2007-11-01,21.55
2007-12-01,18.157
2008-01-01,17.248
2008-02-01,18.853
2008-03-01,24.873
2008-04-01,27.822
2008-05-01,30.079
2008-06-01,28.033
2008-07-01,27.152
2008-08-01,26.407
2008-09-01,26.382
2008-10-01,25.083
2008-11-01,21.696
2008-12-01,19.244
2009-01-01,18.661
2009-02-01,21.516
2009-03-01,25.083
2009-04-01,28.665
2009-05-01,30.493
2009-06-01,30.409
2009-07-01,27.611
2009-08-01,27.379
2009-09-01,27.08
2009-10-01,24.775
2009-11-01,21.457
2009-12-01,18.631
2010-01-01,17.109
2010-02-01,20.764
2010-03-01,26.373
2010-04-01,29.814
2010-05-01,31.169
2010-06-01,29.908
2010-07-01,27.433
2010-08-01,26.892
2010-09-01,26.296
2010-10-01,25.193
2010-11-01,22.204
2010-12-01,17.455
2011-01-01,16.478
2011-02-01,20.07
2011-03-01,24.595
2011-04-01,27.273
2011-05-01,30.421
2011-06-01,28.871
2011-07-01,27.209
2011-08-01,26.533
2011-09-01,26.321
2011-10-01,25.061
2011-11-01,21.982
2011-12-01,18.173
2012-01-01,16.778
2012-02-01,19.791
2012-03-01,24.354
2012-04-01,28.067
2012-05-01,30.805
2012-06-01,30.536
2012-07-01,27.699
2012-08-01,26.735
2012-09-01,26.551
2012-10-01,24.59
2012-11-01,21.162
2012-12-01,18.622
2013-01-01,17.16
2013-02-01,20.243
2013-03-01,24.575
2013-04-01,27.981
2013-05-01,31.014
2013-06-01,28.766
2013-07-01,27.012
2013-08-01,26.555
2013-09-01,26.555
