dt,AverageTemperature
1837-03-01,3.0879999999999974
1837-04-01,3.2540000000000013
1837-05-01,2.4220000000000006
1837-06-01,-0.16900000000000048
1837-07-01,-1.657
1837-08-01,-0.9789999999999992
1837-09-01,-0.17600000000000193
1837-10-01,-2.2159999999999975
1837-11-01,-3.336000000000002
1837-12-01,-2.436
1838-01-01,-2.7119999999999997
1838-02-01,3.612000000000002
1838-03-01,4.269000000000002
1838-04-01,4.676999999999996
1838-05-01,1.5519999999999996
1838-06-01,-0.029999999999997584
1838-07-01,-1.367999999999995
1838-08-01,-1.5080000000000062
1838-09-01,-0.4230000000000018
1838-10-01,-1.7909999999999968
1838-11-01,-3.6060000000000016
1838-12-01,-3.0050000000000026
1839-01-01,0.14900000000000446
1839-02-01,2.7079999999999984
1839-03-01,2.0680000000000014
1839-05-01,1.8550000000000004
1839-06-01,-0.578000000000003
1839-07-01,-1.421999999999997
1839-08-01,-1.1980000000000004
1839-09-01,-0.9510000000000005
1839-10-01,-1.1310000000000002
1839-11-01,-4.651
1839-12-01,-2.776
1840-01-01,1.1809999999999974
1840-02-01,1.9130000000000003
1840-03-01,3.671000000000003
1840-04-01,4.2479999999999976
1840-05-01,2.057000000000002
1840-06-01,-0.6270000000000024
1840-07-01,-1.4299999999999997
1840-08-01,-1.698999999999998
1840-09-01,-0.7360000000000007
1840-10-01,-1.6750000000000007
1840-11-01,-3.6709999999999994
1840-12-01,-2.5599999999999987
1841-01-01,-0.13800000000000168
1841-02-01,2.4179999999999993
1841-03-01,3.2190000000000047
1841-04-01,3.849999999999998
1841-05-01,2.5969999999999978
1841-06-01,-0.3030000000000008
1841-07-01,-1.346
1841-08-01,-1.6549999999999976
1841-09-01,-0.4079999999999977
1841-10-01,-2.089000000000002
1841-11-01,-3.0180000000000007
1841-12-01,-3.150000000000002
1842-01-01,-0.2309999999999981
1842-02-01,2.593
1842-03-01,4.376000000000001
1842-04-01,3.6469999999999985
1842-05-01,1.9420000000000037
1842-06-01,-0.9380000000000024
1842-07-01,-1.5429999999999993
1842-08-01,-1.3340000000000032
1842-09-01,-0.7429999999999986
1842-10-01,-1.5350000000000001
1842-11-01,-3.225999999999999
1842-12-01,-2.2279999999999944
1843-01-01,-0.49600000000000577
1843-02-01,2.678000000000001
1843-03-01,3.0569999999999986
1843-04-01,3.7880000000000003
1843-05-01,1.7759999999999998
1843-06-01,-0.17599999999999838
1843-07-01,-1.492999999999995
1843-08-01,-1.1100000000000065
1843-09-01,-0.5899999999999999
1843-10-01,-1.8580000000000005
1843-11-01,-3.646000000000001
1843-12-01,-2.8739999999999988
1844-01-01,-0.28699999999999903
1844-02-01,1.600999999999999
1844-04-01,3.673000000000002
1844-05-01,1.6229999999999976
1844-06-01,-0.02699999999999747
1844-07-01,-2.021000000000001
1844-08-01,-0.8350000000000009
1844-09-01,-0.8389999999999986
1844-10-01,-1.490000000000002
1844-11-01,-3.3200000000000003
1844-12-01,-3.0169999999999924
1845-01-01,0.08099999999999596
1845-02-01,1.6099999999999994
1845-03-01,4.919999999999998
1845-04-01,3.3530000000000015
1845-05-01,2.375
1845-06-01,-0.9060000000000024
1845-07-01,-1.3499999999999979
1845-08-01,-1.1069999999999993
1845-09-01,-0.536999999999999
1845-10-01,-2.208000000000002
1845-11-01,-3.225999999999999
1845-12-01,-3.5680000000000014
1846-01-01,1.7070000000000007
1846-02-01,1.5539999999999985
1846-03-01,4.908999999999999
1846-04-01,2.378
1846-05-01,2.4720000000000013
1846-06-01,-0.5529999999999973
1846-07-01,-1.3049999999999962
1846-08-01,-1.2780000000000058
1846-09-01,-1.0
1846-10-01,-2.3119999999999976
1846-11-01,-2.677000000000003
1846-12-01,-2.907
1847-01-01,-0.04100000000000037
1847-02-01,1.9810000000000016
1847-03-01,3.5299999999999976
1847-04-01,4.429000000000002
1847-05-01,1.6600000000000001
1847-06-01,-0.5470000000000006
1847-07-01,-1.3790000000000013
1847-08-01,-1.1409999999999982
1847-09-01,-0.5339999999999989
1847-10-01,-2.0230000000000032
1847-11-01,-3.2139999999999986
1847-12-01,-4.406999999999998
1848-01-01,0.37299999999999756
1848-02-01,3.314000000000002
1848-03-01,3.686
1848-04-01,3.7409999999999997
1848-05-01,2.164999999999999
1848-06-01,-0.8949999999999996
1848-07-01,-1.0569999999999986
1848-08-01,-1.1920000000000002
1848-09-01,-0.6130000000000031
1848-10-01,-1.972999999999999
1848-11-01,-3.5549999999999997
1848-12-01,-2.6960000000000015
1849-01-01,-0.8539999999999957
1849-02-01,2.5699999999999967
1849-03-01,4.705000000000002
1849-04-01,3.654
1849-05-01,2.0299999999999976
1849-06-01,-0.9859999999999971
1849-07-01,-1.3440000000000012
1849-08-01,-0.990000000000002
1849-09-01,-0.634999999999998
1849-10-01,-1.6099999999999994
1849-11-01,-3.0630000000000024
1849-12-01,-4.366999999999999
1850-01-01,-0.06799999999999962
1850-02-01,2.843
1850-03-01,4.234000000000002
1850-04-01,3.7689999999999984
1850-05-01,1.843
1850-06-01,0.2029999999999994
1850-07-01,-1.7270000000000003
1850-08-01,-0.9519999999999982
1850-09-01,-0.6189999999999998
1850-10-01,-1.0039999999999978
1850-11-01,-3.886000000000003
1850-12-01,-4.038
1851-01-01,-0.47300000000000253
1851-02-01,2.5550000000000033
1851-03-01,4.347999999999999
1851-04-01,3.719999999999999
1851-05-01,2.794000000000004
1851-06-01,-1.0100000000000016
1851-07-01,-1.7000000000000028
1851-08-01,-0.7529999999999966
1851-09-01,-0.36400000000000077
1851-10-01,-1.6660000000000004
1851-11-01,-4.109000000000002
1851-12-01,-2.979999999999997
1852-01-01,-0.10999999999999588
1852-02-01,2.657999999999994
1852-03-01,2.8979999999999997
1852-04-01,4.195
1852-05-01,2.4860000000000007
1852-06-01,-0.5040000000000013
1852-07-01,-1.7589999999999932
1852-08-01,-1.103000000000005
1852-09-01,-0.2920000000000016
1852-10-01,-2.021000000000001
1852-11-01,-3.9079999999999977
