,dt,AverageTemperature,Country
1773,1943-10-01,24.076,India
1774,1943-11-01,21.077,India
1775,1943-12-01,17.552,India
1776,1944-01-01,16.725,India
1777,1944-02-01,18.788,India
1778,1944-03-01,22.7,India
1779,1944-04-01,26.484,India
1780,1944-05-01,30.657,India
1781,1944-06-01,29.248,India
1782,1944-07-01,26.608,India
1783,1944-08-01,26.276,India
1784,1944-09-01,25.992,India
1785,1944-10-01,23.954,India
1786,1944-11-01,20.681,India
1787,1944-12-01,18.062,India
1788,1945-01-01,15.918,India
1789,1945-02-01,18.778,India
1790,1945-03-01,24.102,India
1791,1945-04-01,26.543000000000003,India
1792,1945-05-01,29.869,India
1793,1945-06-01,29.652,India
1794,1945-07-01,26.747,India
1795,1945-08-01,26.475,India
1796,1945-09-01,25.905,India
1797,1945-10-01,23.807,India
1798,1945-11-01,20.12,India
1799,1945-12-01,16.143,India
1800,1946-01-01,16.905,India
1801,1946-02-01,20.413,India
1802,1946-03-01,23.832,India
1803,1946-04-01,27.86,India
1804,1946-05-01,29.843000000000004,India
1805,1946-06-01,28.625,India
1806,1946-07-01,26.767000000000003,India
1807,1946-08-01,26.177,India
1808,1946-09-01,26.045,India
1809,1946-10-01,24.643,India
1810,1946-11-01,20.712,India
1811,1946-12-01,17.791,India
1812,1947-01-01,16.861,India
1813,1947-02-01,19.518,India
1814,1947-03-01,24.311,India
1815,1947-04-01,28.103,India
1816,1947-05-01,30.586,India
1817,1947-06-01,30.128,India
1818,1947-07-01,27.14,India
1819,1947-08-01,26.673,India
1820,1947-09-01,25.805,India
1821,1947-10-01,23.524,India
1822,1947-11-01,20.986,India
1823,1947-12-01,17.719,India
1824,1948-01-01,17.289,India
1825,1948-02-01,19.3,India
1826,1948-03-01,23.455,India
1827,1948-04-01,28.277,India
1828,1948-05-01,30.765,India
1829,1948-06-01,29.748,India
1830,1948-07-01,26.999,India
1831,1948-08-01,26.161,India
1832,1948-09-01,25.975,India
1833,1948-10-01,24.611,India
1834,1948-11-01,20.874,India
1835,1948-12-01,16.826,India
1836,1949-01-01,17.703,India
1837,1949-02-01,19.189,India
1838,1949-03-01,24.296,India
1839,1949-04-01,27.935,India
1840,1949-05-01,30.044,India
1841,1949-06-01,28.988000000000003,India
1842,1949-07-01,26.817,India
1843,1949-08-01,26.383000000000006,India
1844,1949-09-01,26.235,India
1845,1949-10-01,24.559,India
1846,1949-11-01,19.68,India
1847,1949-12-01,16.738,India
1848,1950-01-01,17.317999999999998,India
1849,1950-02-01,18.305,India
1850,1950-03-01,22.933000000000003,India
1851,1950-04-01,27.13,India
1852,1950-05-01,30.267,India
1853,1950-06-01,29.23,India
1854,1950-07-01,26.582,India
1855,1950-08-01,26.19400000000001,India
1856,1950-09-01,25.711,India
1857,1950-10-01,23.842,India
1858,1950-11-01,19.818,India
1859,1950-12-01,16.582,India
1860,1951-01-01,16.331,India
1861,1951-02-01,19.315,India
1862,1951-03-01,23.841,India
1863,1951-04-01,26.345,India
1864,1951-05-01,29.826,India
1865,1951-06-01,29.103,India
1866,1951-07-01,27.47,India
1867,1951-08-01,26.548,India
1868,1951-09-01,26.762,India
1869,1951-10-01,26.00500000000001,India
1870,1951-11-01,21.601,India
1871,1951-12-01,17.500999999999998,India
1872,1952-01-01,17.707,India
1873,1952-02-01,20.749,India
1874,1952-03-01,23.39,India
1875,1952-04-01,28.295,India
1876,1952-05-01,30.426,India
1877,1952-06-01,29.302,India
1878,1952-07-01,27.036,India
1879,1952-08-01,26.085,India
1880,1952-09-01,26.315,India
1881,1952-10-01,24.624,India
1882,1952-11-01,20.51,India
1883,1952-12-01,17.947000000000006,India
1884,1953-01-01,16.733,India
1885,1953-02-01,20.812,India
1886,1953-03-01,25.969,India
1887,1953-04-01,28.049,India
1888,1953-05-01,30.717,India
1889,1953-06-01,29.89,India
1890,1953-07-01,26.922,India
1891,1953-08-01,26.251,India
1892,1953-09-01,26.126,India
1893,1953-10-01,24.296,India
1894,1953-11-01,20.544,India
1895,1953-12-01,18.43,India
1896,1954-01-01,16.445,India
1897,1954-02-01,20.633000000000003,India
1898,1954-03-01,24.173,India
1899,1954-04-01,28.436,India
1900,1954-05-01,30.921,India
1901,1954-06-01,29.378,India
1902,1954-07-01,26.932,India
1903,1954-08-01,26.603,India
1904,1954-09-01,25.871,India
1905,1954-10-01,23.112,India
1906,1954-11-01,20.084,India
1907,1954-12-01,17.418,India
1908,1955-01-01,17.075000000000006,India
1909,1955-02-01,20.014,India
1910,1955-03-01,25.048,India
1911,1955-04-01,26.636,India
1912,1955-05-01,29.526,India
1913,1955-06-01,29.15,India
1914,1955-07-01,26.999,India
1915,1955-08-01,26.022,India
1916,1955-09-01,26.008000000000003,India
1917,1955-10-01,23.898000000000003,India
1918,1955-11-01,19.913,India
1919,1955-12-01,17.137,India
1920,1956-01-01,17.035,India
1921,1956-02-01,19.273,India
1922,1956-03-01,24.437,India
1923,1956-04-01,28.282,India
1924,1956-05-01,30.411,India
1925,1956-06-01,28.155,India
1926,1956-07-01,25.997,India
1927,1956-08-01,25.901,India
1928,1956-09-01,26.001,India
1929,1956-10-01,23.629,India
1930,1956-11-01,20.167,India
1931,1956-12-01,17.508000000000006,India
1932,1957-01-01,17.035,India
1933,1957-02-01,18.576,India
1934,1957-03-01,22.721,India
1935,1957-04-01,27.015,India
1936,1957-05-01,29.611,India
1937,1957-06-01,29.478,India
1938,1957-07-01,27.105,India
1939,1957-08-01,26.495,India
1940,1957-09-01,26.213,India
1941,1957-10-01,24.596,India
1942,1957-11-01,21.349,India
1943,1957-12-01,18.123,India
1944,1958-01-01,18.31,India
1945,1958-02-01,19.862,India
1946,1958-03-01,24.626,India
1947,1958-04-01,28.768,India
1948,1958-05-01,30.492,India
1949,1958-06-01,30.656,India
1950,1958-07-01,27.074,India
1951,1958-08-01,26.62,India
1952,1958-09-01,26.056,India
1953,1958-10-01,24.456,India
1954,1958-11-01,21.192,India
1955,1958-12-01,18.004,India
1956,1959-01-01,17.450000000000006,India
1957,1959-02-01,19.402,India
1958,1959-03-01,24.544,India
1959,1959-04-01,28.041,India
1960,1959-05-01,30.207,India
1961,1959-06-01,29.347,India
1962,1959-07-01,26.647,India
1963,1959-08-01,26.261000000000006,India
1964,1959-09-01,26.001,India
1965,1959-10-01,24.64,India
1966,1959-11-01,20.762,India
1967,1959-12-01,17.900000000000006,India
1968,1960-01-01,16.885,India
1969,1960-02-01,20.962,India
1970,1960-03-01,23.285,India
1971,1960-04-01,27.488000000000003,India
1972,1960-05-01,30.185,India
1973,1960-06-01,29.581,India
1974,1960-07-01,27.091,India
1975,1960-08-01,26.53,India
1976,1960-09-01,26.517,India
1977,1960-10-01,24.382,India
1978,1960-11-01,20.403,India
1979,1960-12-01,18.137,India
1980,1961-01-01,17.514000000000006,India
1981,1961-02-01,18.335,India
1982,1961-03-01,24.665,India
1983,1961-04-01,27.743,India
1984,1961-05-01,29.963,India
1985,1961-06-01,28.716,India
1986,1961-07-01,26.677,India
1987,1961-08-01,26.462,India
1988,1961-09-01,25.882,India
1989,1961-10-01,23.896,India
1990,1961-11-01,19.907,India
1991,1961-12-01,16.023,India
1992,1962-01-01,15.838,India
1993,1962-02-01,19.62,India
1994,1962-03-01,23.545,India
1995,1962-04-01,27.634,India
1996,1962-05-01,29.728,India
1997,1962-06-01,29.275,India
1998,1962-07-01,27.299,India
1999,1962-08-01,26.31600000000001,India
2000,1962-09-01,25.816,India
2001,1962-10-01,23.673,India
2002,1962-11-01,20.493,India
2003,1962-12-01,17.380000000000006,India
2004,1963-01-01,16.554000000000002,India
2005,1963-02-01,20.342,India
2006,1963-03-01,23.609,India
2007,1963-04-01,26.827,India
2008,1963-05-01,29.309,India
2009,1963-06-01,28.943,India
2010,1963-07-01,27.324,India
2011,1963-08-01,26.209,India
2012,1963-09-01,26.146,India
2013,1963-10-01,24.631,India
2014,1963-11-01,21.437,India
2015,1963-12-01,17.817999999999998,India
2016,1964-01-01,16.468,India
2017,1964-02-01,19.665,India
2018,1964-03-01,25.022,India
2019,1964-04-01,28.314,India
2020,1964-05-01,29.573,India
2021,1964-06-01,29.097,India
2022,1964-07-01,26.491,India
2023,1964-08-01,26.171,India
2024,1964-09-01,25.911,India
2025,1964-10-01,24.587,India
2026,1964-11-01,20.232,India
2027,1964-12-01,17.315,India
2028,1965-01-01,17.907,India
2029,1965-02-01,19.505,India
2030,1965-03-01,23.14,India
2031,1965-04-01,26.503,India
2032,1965-05-01,29.366,India
2033,1965-06-01,29.666,India
2034,1965-07-01,26.834,India
2035,1965-08-01,26.313,India
2036,1965-09-01,26.041,India
2037,1965-10-01,24.829,India
2038,1965-11-01,21.368,India
2039,1965-12-01,17.619,India
2040,1966-01-01,17.543000000000006,India
2041,1966-02-01,21.076,India
2042,1966-03-01,24.008000000000003,India
2043,1966-04-01,27.748,India
2044,1966-05-01,30.114,India
2045,1966-06-01,29.15,India
2046,1966-07-01,27.668000000000006,India
2047,1966-08-01,26.49,India
2048,1966-09-01,26.096,India
2049,1966-10-01,24.621,India
2050,1966-11-01,21.457,India
2051,1966-12-01,17.292,India
2052,1967-01-01,16.668000000000006,India
2053,1967-02-01,20.594,India
2054,1967-03-01,22.982,India
2055,1967-04-01,26.908,India
2056,1967-05-01,29.777,India
2057,1967-06-01,29.481,India
2058,1967-07-01,26.967,India
2059,1967-08-01,26.023000000000003,India
2060,1967-09-01,25.871,India
2061,1967-10-01,23.98,India
2062,1967-11-01,20.492,India
2063,1967-12-01,18.16200000000001,India
2064,1968-01-01,16.340999999999998,India
2065,1968-02-01,18.659,India
2066,1968-03-01,23.477,India
2067,1968-04-01,26.827,India
2068,1968-05-01,29.368,India
2069,1968-06-01,29.21,India
2070,1968-07-01,26.948,India
2071,1968-08-01,26.311,India
2072,1968-09-01,26.786,India
2073,1968-10-01,23.995,India
2074,1968-11-01,20.794,India
2075,1968-12-01,17.660999999999998,India
2076,1969-01-01,17.129,India
2077,1969-02-01,20.236,India
2078,1969-03-01,25.479,India
2079,1969-04-01,28.122,India
2080,1969-05-01,29.537,India
2081,1969-06-01,29.708,India
2082,1969-07-01,27.086,India
2083,1969-08-01,26.273000000000003,India
2084,1969-09-01,25.968000000000004,India
2085,1969-10-01,24.706,India
2086,1969-11-01,21.852,India
2087,1969-12-01,17.918,India
2088,1970-01-01,17.400000000000002,India
2089,1970-02-01,19.679,India
2090,1970-03-01,23.807,India
2091,1970-04-01,28.212,India
2092,1970-05-01,30.42,India
2093,1970-06-01,28.263,India
2094,1970-07-01,27.102,India
2095,1970-08-01,26.246,India
2096,1970-09-01,25.975,India
2097,1970-10-01,24.582,India
2098,1970-11-01,20.204,India
2099,1970-12-01,16.999000000000002,India
2100,1971-01-01,16.778000000000002,India
2101,1971-02-01,19.526,India
2102,1971-03-01,23.577,India
2103,1971-04-01,27.642,India
2104,1971-05-01,28.794,India
2105,1971-06-01,27.651,India
2106,1971-07-01,26.391,India
2107,1971-08-01,25.901,India
2108,1971-09-01,26.05,India
2109,1971-10-01,24.049,India
2110,1971-11-01,20.125,India
2111,1971-12-01,17.124000000000002,India
2112,1972-01-01,17.132,India
2113,1972-02-01,18.156,India
2114,1972-03-01,24.385,India
2115,1972-04-01,27.132,India
2116,1972-05-01,30.29,India
2117,1972-06-01,30.242,India
2118,1972-07-01,27.55,India
2119,1972-08-01,26.532,India
2120,1972-09-01,26.145,India
2121,1972-10-01,24.411,India
2122,1972-11-01,20.974,India
2123,1972-12-01,18.317,India
2124,1973-01-01,17.62,India
2125,1973-02-01,20.866,India
2126,1973-03-01,24.178,India
2127,1973-04-01,29.166,India
2128,1973-05-01,30.69,India
2129,1973-06-01,29.277,India
2130,1973-07-01,26.986,India
2131,1973-08-01,26.093000000000004,India
2132,1973-09-01,26.002,India
2133,1973-10-01,24.209,India
2134,1973-11-01,20.516,India
2135,1973-12-01,17.035999999999998,India
2136,1974-01-01,16.738,India
2137,1974-02-01,19.245,India
2138,1974-03-01,24.923,India
2139,1974-04-01,28.495,India
2140,1974-05-01,29.697,India
2141,1974-06-01,29.101,India
2142,1974-07-01,26.961,India
2143,1974-08-01,26.479000000000006,India
2144,1974-09-01,26.544,India
2145,1974-10-01,24.768,India
2146,1974-11-01,20.471,India
2147,1974-12-01,16.687,India
2148,1975-01-01,16.257,India
2149,1975-02-01,19.372,India
2150,1975-03-01,23.703000000000003,India
2151,1975-04-01,28.273000000000003,India
2152,1975-05-01,30.431,India
2153,1975-06-01,28.879,India
2154,1975-07-01,26.416,India
2155,1975-08-01,26.195,India
2156,1975-09-01,25.576,India
2157,1975-10-01,24.676,India
2158,1975-11-01,19.646,India
2159,1975-12-01,16.922,India
2160,1976-01-01,16.913,India
2161,1976-02-01,19.725,India
2162,1976-03-01,24.028,India
2163,1976-04-01,27.148000000000003,India
2164,1976-05-01,29.785,India
2165,1976-06-01,28.542,India
2166,1976-07-01,26.897,India
2167,1976-08-01,25.791,India
2168,1976-09-01,25.841,India
2169,1976-10-01,25.04,India
2170,1976-11-01,22.473000000000003,India
2171,1976-12-01,18.212,India
2172,1977-01-01,17.035,India
2173,1977-02-01,20.25,India
2174,1977-03-01,25.44,India
2175,1977-04-01,27.388,India
2176,1977-05-01,28.856,India
2177,1977-06-01,28.768,India
2178,1977-07-01,26.619,India
2179,1977-08-01,26.285,India
2180,1977-09-01,25.927,India
2181,1977-10-01,24.633000000000003,India
2182,1977-11-01,22.308000000000003,India
2183,1977-12-01,17.958000000000006,India
2184,1978-01-01,16.64,India
2185,1978-02-01,19.077,India
2186,1978-03-01,22.812,India
2187,1978-04-01,27.576,India
2188,1978-05-01,30.939,India
2189,1978-06-01,28.742,India
2190,1978-07-01,26.344,India
2191,1978-08-01,26.008000000000006,India
2192,1978-09-01,25.846,India
2193,1978-10-01,24.696,India
2194,1978-11-01,21.694000000000003,India
2195,1978-12-01,17.714000000000006,India
2196,1979-01-01,17.828,India
2197,1979-02-01,19.082,India
2198,1979-03-01,23.214,India
2199,1979-04-01,28.217,India
2200,1979-05-01,29.686,India
2201,1979-06-01,30.009,India
2202,1979-07-01,27.479000000000006,India
2203,1979-08-01,26.629,India
2204,1979-09-01,26.475,India
2205,1979-10-01,25.165,India
2206,1979-11-01,22.516,India
2207,1979-12-01,18.343,India
2208,1980-01-01,17.593,India
2209,1980-02-01,20.495,India
2210,1980-03-01,24.071,India
2211,1980-04-01,28.968000000000004,India
2212,1980-05-01,31.054,India
2213,1980-06-01,28.638,India
2214,1980-07-01,26.887,India
2215,1980-08-01,26.356,India
2216,1980-09-01,26.529,India
2217,1980-10-01,25.015,India
2218,1980-11-01,21.517,India
2219,1980-12-01,17.994,India
2220,1981-01-01,17.067,India
2221,1981-02-01,20.37,India
2222,1981-03-01,23.57,India
2223,1981-04-01,27.894,India
2224,1981-05-01,29.998,India
2225,1981-06-01,29.792,India
2226,1981-07-01,26.82,India
2227,1981-08-01,26.405,India
2228,1981-09-01,26.406,India
2229,1981-10-01,24.626,India
2230,1981-11-01,20.366,India
2231,1981-12-01,17.427,India
2232,1982-01-01,17.866,India
2233,1982-02-01,19.358,India
2234,1982-03-01,22.928,India
2235,1982-04-01,27.155,India
2236,1982-05-01,29.069000000000003,India
2237,1982-06-01,29.306,India
2238,1982-07-01,27.911,India
2239,1982-08-01,26.397,India
2240,1982-09-01,26.444000000000003,India
2241,1982-10-01,24.975,India
2242,1982-11-01,21.074,India
2243,1982-12-01,18.136000000000006,India
2244,1983-01-01,16.758000000000006,India
2245,1983-02-01,19.091,India
2246,1983-03-01,23.603,India
2247,1983-04-01,26.473000000000003,India
2248,1983-05-01,29.619,India
2249,1983-06-01,29.762,India
2250,1983-07-01,27.492,India
2251,1983-08-01,26.625,India
2252,1983-09-01,26.238000000000003,India
2253,1983-10-01,24.043000000000003,India
2254,1983-11-01,20.182,India
2255,1983-12-01,17.37,India
2256,1984-01-01,16.993000000000002,India
2257,1984-02-01,18.677,India
2258,1984-03-01,24.742,India
2259,1984-04-01,28.079,India
2260,1984-05-01,31.199,India
2261,1984-06-01,29.026,India
2262,1984-07-01,26.721,India
2263,1984-08-01,26.187,India
2264,1984-09-01,25.646,India
2265,1984-10-01,24.396,India
2266,1984-11-01,20.395,India
2267,1984-12-01,18.16,India
2268,1985-01-01,17.592000000000002,India
2269,1985-02-01,19.996,India
2270,1985-03-01,25.561,India
2271,1985-04-01,28.279,India
2272,1985-05-01,30.506,India
2273,1985-06-01,29.167,India
2274,1985-07-01,26.684,India
2275,1985-08-01,26.381,India
2276,1985-09-01,26.354,India
2277,1985-10-01,23.814,India
2278,1985-11-01,20.913,India
2279,1985-12-01,18.589,India
2280,1986-01-01,17.185000000000002,India
2281,1986-02-01,19.553,India
2282,1986-03-01,24.088,India
2283,1986-04-01,27.84,India
2284,1986-05-01,29.572,India
2285,1986-06-01,29.323,India
2286,1986-07-01,26.94400000000001,India
2287,1986-08-01,26.365,India
2288,1986-09-01,26.606,India
2289,1986-10-01,24.651,India
2290,1986-11-01,21.683000000000003,India
2291,1986-12-01,17.724,India
2292,1987-01-01,17.611,India
2293,1987-02-01,20.292,India
2294,1987-03-01,24.256,India
2295,1987-04-01,28.111,India
2296,1987-05-01,29.22,India
2297,1987-06-01,30.216,India
2298,1987-07-01,28.174,India
2299,1987-08-01,27.42,India
2300,1987-09-01,27.327,India
2301,1987-10-01,25.159,India
2302,1987-11-01,21.655,India
2303,1987-12-01,18.028,India
2304,1988-01-01,18.235,India
2305,1988-02-01,20.945,India
2306,1988-03-01,24.296,India
2307,1988-04-01,28.377,India
2308,1988-05-01,31.21,India
2309,1988-06-01,29.462,India
2310,1988-07-01,26.92,India
2311,1988-08-01,26.585,India
2312,1988-09-01,26.809,India
2313,1988-10-01,24.609,India
2314,1988-11-01,20.973000000000003,India
2315,1988-12-01,18.312,India
2316,1989-01-01,16.735,India
2317,1989-02-01,19.495,India
2318,1989-03-01,23.577,India
2319,1989-04-01,27.495,India
2320,1989-05-01,30.493,India
2321,1989-06-01,28.56,India
2322,1989-07-01,27.036,India
2323,1989-08-01,26.333,India
2324,1989-09-01,26.362,India
2325,1989-10-01,24.874,India
2326,1989-11-01,21.406,India
2327,1989-12-01,17.582,India
2328,1990-01-01,18.557,India
2329,1990-02-01,20.005,India
2330,1990-03-01,22.989,India
2331,1990-04-01,27.58,India
2332,1990-05-01,29.199,India
2333,1990-06-01,28.837,India
2334,1990-07-01,26.53,India
2335,1990-08-01,26.508000000000006,India
2336,1990-09-01,26.164,India
2337,1990-10-01,24.00500000000001,India
2338,1990-11-01,21.602,India
2339,1990-12-01,18.16200000000001,India
2340,1991-01-01,16.987000000000002,India
2341,1991-02-01,20.454,India
2342,1991-03-01,24.437,India
2343,1991-04-01,27.351,India
2344,1991-05-01,30.459,India
2345,1991-06-01,29.034,India
2346,1991-07-01,27.572000000000006,India
2347,1991-08-01,26.290000000000006,India
2348,1991-09-01,26.508000000000003,India
2349,1991-10-01,24.381,India
2350,1991-11-01,20.628,India
2351,1991-12-01,17.64,India
2352,1992-01-01,17.102,India
2353,1992-02-01,18.975,India
2354,1992-03-01,24.228,India
2355,1992-04-01,27.746,India
2356,1992-05-01,29.694000000000003,India
2357,1992-06-01,29.914,India
2358,1992-07-01,27.43,India
2359,1992-08-01,26.256,India
2360,1992-09-01,26.041,India
2361,1992-10-01,24.423,India
2362,1992-11-01,21.091,India
2363,1992-12-01,17.775000000000006,India
2364,1993-01-01,17.480999999999998,India
2365,1993-02-01,20.357,India
2366,1993-03-01,23.076,India
2367,1993-04-01,27.607,India
2368,1993-05-01,30.554,India
2369,1993-06-01,29.499,India
2370,1993-07-01,27.289,India
2371,1993-08-01,26.911,India
2372,1993-09-01,26.0,India
2373,1993-10-01,24.869,India
2374,1993-11-01,21.416,India
2375,1993-12-01,17.845000000000006,India
2376,1994-01-01,18.15,India
2377,1994-02-01,19.451,India
2378,1994-03-01,25.081,India
2379,1994-04-01,27.096,India
2380,1994-05-01,30.833,India
2381,1994-06-01,29.13,India
2382,1994-07-01,26.56600000000001,India
2383,1994-08-01,26.25,India
2384,1994-09-01,26.066,India
2385,1994-10-01,24.338,India
2386,1994-11-01,21.033,India
2387,1994-12-01,17.563000000000002,India
2388,1995-01-01,16.241,India
2389,1995-02-01,19.761,India
2390,1995-03-01,23.476,India
2391,1995-04-01,27.539,India
2392,1995-05-01,30.265,India
2393,1995-06-01,30.65,India
2394,1995-07-01,27.307,India
2395,1995-08-01,26.712,India
2396,1995-09-01,26.558000000000003,India
2397,1995-10-01,25.071,India
2398,1995-11-01,21.247,India
2399,1995-12-01,18.33,India
2400,1996-01-01,17.819000000000006,India
2401,1996-02-01,20.237,India
2402,1996-03-01,25.032,India
2403,1996-04-01,27.803,India
2404,1996-05-01,30.506,India
2405,1996-06-01,29.185,India
2406,1996-07-01,27.31,India
2407,1996-08-01,26.11,India
2408,1996-09-01,26.435,India
2409,1996-10-01,24.263,India
2410,1996-11-01,21.013,India
2411,1996-12-01,17.53,India
2412,1997-01-01,16.666,India
2413,1997-02-01,19.247,India
2414,1997-03-01,24.18,India
2415,1997-04-01,26.243,India
2416,1997-05-01,29.47,India
2417,1997-06-01,29.067,India
2418,1997-07-01,27.504,India
2419,1997-08-01,26.696,India
2420,1997-09-01,26.428,India
2421,1997-10-01,23.828000000000003,India
2422,1997-11-01,21.638,India
2423,1997-12-01,17.601000000000006,India
2424,1998-01-01,17.511000000000006,India
2425,1998-02-01,20.157,India
2426,1998-03-01,23.313,India
2427,1998-04-01,28.3,India
2428,1998-05-01,31.176,India
2429,1998-06-01,30.215,India
2430,1998-07-01,27.538,India
2431,1998-08-01,27.17,India
2432,1998-09-01,26.66,India
2433,1998-10-01,25.228,India
2434,1998-11-01,21.843000000000004,India
2435,1998-12-01,17.954,India
2436,1999-01-01,16.96,India
2437,1999-02-01,21.05,India
2438,1999-03-01,25.097,India
2439,1999-04-01,29.196,India
2440,1999-05-01,29.934,India
2441,1999-06-01,28.786,India
2442,1999-07-01,27.293000000000006,India
2443,1999-08-01,26.603,India
2444,1999-09-01,26.463,India
2445,1999-10-01,24.802,India
2446,1999-11-01,21.71,India
2447,1999-12-01,18.024,India
2448,2000-01-01,17.84,India
2449,2000-02-01,19.071,India
2450,2000-03-01,23.674,India
2451,2000-04-01,28.868,India
2452,2000-05-01,30.089,India
2453,2000-06-01,28.511,India
2454,2000-07-01,26.98,India
2455,2000-08-01,26.821,India
2456,2000-09-01,26.505,India
2457,2000-10-01,25.583,India
2458,2000-11-01,21.986,India
2459,2000-12-01,18.048,India
2460,2001-01-01,17.295,India
2461,2001-02-01,20.757,India
2462,2001-03-01,24.401,India
2463,2001-04-01,27.661,India
2464,2001-05-01,30.374,India
2465,2001-06-01,28.053,India
2466,2001-07-01,26.891,India
2467,2001-08-01,26.762,India
2468,2001-09-01,27.119,India
2469,2001-10-01,25.196,India
2470,2001-11-01,22.027,India
2471,2001-12-01,18.447000000000006,India
2472,2002-01-01,17.419,India
2473,2002-02-01,20.311,India
2474,2002-03-01,24.871,India
2475,2002-04-01,28.667,India
2476,2002-05-01,30.9,India
2477,2002-06-01,29.433000000000003,India
2478,2002-07-01,28.487,India
2479,2002-08-01,26.62,India
2480,2002-09-01,26.38,India
2481,2002-10-01,25.321,India
2482,2002-11-01,21.636,India
2483,2002-12-01,18.911,India
2484,2003-01-01,17.245,India
2485,2003-02-01,20.643,India
2486,2003-03-01,24.162,India
2487,2003-04-01,28.592,India
2488,2003-05-01,30.614,India
2489,2003-06-01,30.118,India
2490,2003-07-01,27.186,India
2491,2003-08-01,26.742,India
2492,2003-09-01,26.248,India
2493,2003-10-01,24.652,India
2494,2003-11-01,21.573,India
2495,2003-12-01,18.024,India
2496,2004-01-01,17.223000000000006,India
2497,2004-02-01,20.225,India
2498,2004-03-01,26.019,India
2499,2004-04-01,28.688,India
2500,2004-05-01,30.045,India
2501,2004-06-01,28.71,India
2502,2004-07-01,27.47300000000001,India
2503,2004-08-01,26.552,India
2504,2004-09-01,26.79,India
2505,2004-10-01,24.026,India
2506,2004-11-01,21.411,India
2507,2004-12-01,18.453,India
2508,2005-01-01,17.450000000000006,India
2509,2005-02-01,20.309,India
2510,2005-03-01,24.805,India
2511,2005-04-01,27.714,India
2512,2005-05-01,30.042,India
2513,2005-06-01,30.404,India
2514,2005-07-01,27.013,India
2515,2005-08-01,26.896,India
2516,2005-09-01,26.497,India
2517,2005-10-01,24.547,India
2518,2005-11-01,20.759,India
2519,2005-12-01,17.509,India
2520,2006-01-01,17.759,India
2521,2006-02-01,22.077,India
2522,2006-03-01,23.93,India
2523,2006-04-01,27.882,India
2524,2006-05-01,30.238000000000003,India
2525,2006-06-01,29.049,India
2526,2006-07-01,27.344,India
2527,2006-08-01,26.483,India
2528,2006-09-01,26.588,India
2529,2006-10-01,25.247,India
2530,2006-11-01,21.739,India
2531,2006-12-01,18.449,India
2532,2007-01-01,17.785,India
2533,2007-02-01,20.235,India
2534,2007-03-01,24.074,India
2535,2007-04-01,28.719,India
2536,2007-05-01,30.524,India
2537,2007-06-01,29.282,India
2538,2007-07-01,27.362,India
2539,2007-08-01,26.917,India
2540,2007-09-01,26.498,India
2541,2007-10-01,24.696,India
2542,2007-11-01,21.55,India
2543,2007-12-01,18.157,India
2544,2008-01-01,17.248,India
2545,2008-02-01,18.853,India
2546,2008-03-01,24.873,India
2547,2008-04-01,27.822,India
2548,2008-05-01,30.079,India
2549,2008-06-01,28.033,India
2550,2008-07-01,27.152,India
2551,2008-08-01,26.407,India
2552,2008-09-01,26.382,India
2553,2008-10-01,25.083,India
2554,2008-11-01,21.696,India
2555,2008-12-01,19.244,India
2556,2009-01-01,18.661,India
2557,2009-02-01,21.516,India
2558,2009-03-01,25.083,India
2559,2009-04-01,28.665,India
2560,2009-05-01,30.493,India
2561,2009-06-01,30.409,India
2562,2009-07-01,27.611,India
2563,2009-08-01,27.379,India
2564,2009-09-01,27.08,India
2565,2009-10-01,24.775,India
2566,2009-11-01,21.457,India
2567,2009-12-01,18.631,India
2568,2010-01-01,17.109,India
2569,2010-02-01,20.764,India
2570,2010-03-01,26.373,India
2571,2010-04-01,29.814,India
2572,2010-05-01,31.169,India
2573,2010-06-01,29.908,India
2574,2010-07-01,27.433000000000003,India
2575,2010-08-01,26.892,India
2576,2010-09-01,26.296,India
2577,2010-10-01,25.193,India
2578,2010-11-01,22.204,India
2579,2010-12-01,17.455000000000002,India
2580,2011-01-01,16.477999999999998,India
2581,2011-02-01,20.07,India
2582,2011-03-01,24.595,India
2583,2011-04-01,27.273000000000003,India
2584,2011-05-01,30.421,India
2585,2011-06-01,28.871,India
2586,2011-07-01,27.209,India
2587,2011-08-01,26.533,India
2588,2011-09-01,26.321,India
2589,2011-10-01,25.061,India
2590,2011-11-01,21.982,India
2591,2011-12-01,18.173,India
2592,2012-01-01,16.778000000000002,India
2593,2012-02-01,19.791,India
2594,2012-03-01,24.354,India
2595,2012-04-01,28.067,India
2596,2012-05-01,30.805,India
2597,2012-06-01,30.536,India
2598,2012-07-01,27.699,India
2599,2012-08-01,26.735,India
2600,2012-09-01,26.551,India
2601,2012-10-01,24.59,India
2602,2012-11-01,21.162,India
2603,2012-12-01,18.622,India
2604,2013-01-01,17.16,India
2605,2013-02-01,20.243,India
2606,2013-03-01,24.575,India
2607,2013-04-01,27.981,India
2608,2013-05-01,31.014,India
2609,2013-06-01,28.766,India
2610,2013-07-01,27.012,India
2611,2013-08-01,26.555,India
2612,2013-09-01,,India
